ID,Name,Gender,Birthday,Place of Birth
17752,Donna Reed,Female,1921-01-27,Denison - Iowa - USA
17753,Lionel Barrymore,Male,1878-04-28,"Philadelphia, Pennsylvania, USA"
7666,Henry Travers,Male,1874-03-05,"Berwick-upon-Tweed, Northumberland, England"
3383,Thomas Mitchell,Male,1892-07-11,"Elizabeth, New Jersey, USA"
73,Alfred Abel,Male,1879-03-12,"Leipzig, Germany"
74,Gustav Fröhlich,Male,1902-03-21,"Hannover, Lower Saxony, Germany"
77,Rudolf Klein-Rogge,Male,1885-11-24,"Cologne, Germany"
78,Fritz Rasp,Male,1891-05-13,"Bayreuth, Germany"
79,Theodor Loos,Male,1883-05-18,"Zwingenberg, Hesse, Germany"
854,James Stewart,Male,1908-05-20,"Indiana, Pennsylvania, USA"
5729,Kim Novak,Female,1933-02-13,"Chicago, Illinois, USA"
5730,Barbara Bel Geddes,Female,1922-10-31,"New York City, New York, USA"
5731,Tom Helmore,Male,1904-01-04,"London, England"
5732,Henry Jones,Male,1912-08-01,"Philadelphia, Pennsylvania, U.S."
104522,Aoi Miyazaki,Female,1985-11-30,"Tokyo, Japan"
1054260,Haru Kuroki,Female,1990-03-14,"Osaka, Japan"
9045,Stephen Baldwin,Male,1966-05-12,"Massapequa, Long Island, New York, USA"
1979,Kevin Spacey,Male,1959-07-26,"South Orange, New Jersey, USA"
5168,Gabriel Byrne,Male,1950-05-12,"Dublin, Ireland"
9046,Chazz Palminteri,Male,1952-05-15,"The Bronx, New York, USA"
7166,Kevin Pollak,Male,1957-10-30,"San Francisco, California, USA"
93407,Aleksei Kravchenko,Male,1969-10-10,"Moscow, USSR (Russia)"
93409,Liubomiras Laucevicius,Male,1950-06-15,"Vilnius, Lithuanian SSR, USSR, (now Lithuania)"
1148739,Jüri Lumiste,Male,1957-07-16,"Tartu, Estonia"
7450,Toshirō Mifune,Male,1920-04-01,"Tsingtao, China (now Qingdao, Shandong, China)"
7451,Machiko Kyō,Female,1924-03-25,"Osaka, Japan"
7452,Masayuki Mori,Male,1911-01-13,"Sapporo, Hokkaido, Japan"
7453,Takashi Shimura,Male,1905-03-12,"Ikuno, Hyogo, Japan"
7454,Minoru Chiaki,Male,1917-07-30,"Hokkaido, Japan (some sources say 28 April 1917)"
64880,Choi Min-sik,Male,1962-04-27,"Seoul, South Korea"
10112,Yoo Ji-tae,Male,1976-04-13,"Seoul, South Korea"
1299317,Kang Hye-jung,Female,1982-01-04,"Incheon, South Korea"
77188,Oh Dal-su,Male,1968-06-15,"Daegu, South Korea"
8349,Martin Sheen,Male,1940-08-03,"Dayton, Ohio, USA"
3084,Marlon Brando,Male,1924-04-03,"Omaha, Nebraska, USA"
3087,Robert Duvall,Male,1931-01-05,"San Diego, California, USA"
8351,Frederic Forrest,Male,1936-12-23,Waxahachie - Texas - USA
8350,Sam Bottoms,Male,1955-10-17,"Santa Barbara, California, U.S."
7452,Masayuki Mori,Male,1911-01-13,"Sapporo, Hokkaido, Japan"
7451,Machiko Kyō,Female,1924-03-25,"Osaka, Japan"
24551,Kinuyo Tanaka,Female,1910-11-28,"Yamaguchi, Japan"
97203,Eitarô Ozawa,Male,1909-03-27,"Tokyo, Japan"
5676,Marcello Mastroianni,Male,1924-09-28,"Fontana Liri, Latium, Italy"
4959,Claudia Cardinale,Female,1938-04-15,"Tunis, French Protectorate Tunisia [now Tunisia]"
5682,Anouk Aimée,Female,1932-04-27,"Paris, France"
5683,Sandra Milo,Female,1935-03-11,"Tunis, French Protectorate Tunisia [now Tunisia]"
5684,Rossella Falk,Female,1926-11-10,"Rome, Lazio, Italy"
136532,Matt Smith,Male,1982-10-28,"Northampton, Northamptonshire, England, UK"
1080542,Jenna Coleman,Female,1986-04-27,"Blackpool, Lancashire, England, UK"
12982,Peter Capaldi,Male,1958-04-14,"Glasgow, Scotland, UK"
543261,Karen Gillan,Female,1987-11-28,"Inverness, Scotland, UK"
4756,Matthew Broderick,Male,1962-03-21,"New York City, New York, USA"
53283,Jonathan Taylor Thomas,Male,1981-09-08,"Bethlehem, Pennsylvania, USA"
15152,James Earl Jones,Male,1931-01-17,"Arkabutla, Mississippi, USA"
16940,Jeremy Irons,Male,1948-09-19,"Cowes, Isle of Wight, England, UK"
20005,Moira Kelly,Female,1968-03-06,"Queens, New York City, New York, USA"
514,Jack Nicholson,Male,1937-04-22,"Manhattan, New York, USA"
10409,Shelley Duvall,Female,1949-07-07,"Houston, Texas, USA"
10410,Danny Lloyd,Male,1973-01-01,"Chicago, Illinois, USA"
7077,Scatman Crothers,Male,1910-05-23,"Terre Haute, Indiana, USA"
10411,Barry Nelson,Male,1917-04-16,"San Francisco, California, United States"
529,Guy Pearce,Male,1967-10-05,"Ely, Cambridgeshire, England, UK"
530,Carrie-Anne Moss,Female,1967-08-21,"Vancouver, British Columbia, Canada"
532,Joe Pantoliano,Male,1951-09-12,Hoboken - New Jersey - USA
534,Mark Boone Junior,Male,1955-03-17,"Cincinnati, Ohio, États-Unis"
537,Stephen Tobolowsky,Male,1951-05-30,"Dallas, Texas, USA"
17838,Rami Malek,Male,1981-05-12,"Los Angeles, California, USA"
1220123,Gwilym Lee,Male,1983-11-24,"Bristol, Regno Unito"
1452045,Ben Hardy,Male,1991-01-02,"Bournemouth, Dorset, England, UK"
4787,Joseph Mazzello,Male,1983-09-21,Rhinebeck - New York - USA
86232,Lucy Boynton,Female,1994-01-17,"London, England, UK"
11589,Maria Falconetti,Female,1892-07-21,"Pantin, Seine [now Seine-Saint-Denis], France"
11586,Maurice Schutz,Male,1866-08-04,"Paris, France"
11595,Antonin Artaud,Male,1896-09-04,"Marseille, Bouches-du-Rhône, France"
2,Mark Hamill,Male,1951-09-25,"Concord, California, USA"
3,Harrison Ford,Male,1942-07-13,"Chicago, Illinois, USA"
4,Carrie Fisher,Female,1956-10-21,"Beverly Hills, Los Angeles, California, USA"
24343,Peter Mayhew,Male,1944-05-19,"Barnes, London, England, UK"
6,Anthony Daniels,Male,1946-02-21,"Salisbury, Wiltshire, England, UK"
3380,Bette Davis,Female,1908-04-05,"Lowell, Massachusetts, USA"
10606,Anne Baxter,Female,1923-05-07,"Michigan City, Indiana, USA"
3361,George Sanders,Male,1906-07-03,"St. Petersburg, Russian Empire [now Russia]"
10607,Celeste Holm,Female,1917-04-29,"New York City, New York, USA"
10608,Gary Merrill,Male,1915-08-02,"Hartford, Connecticut, USA"
3910,Frances McDormand,Female,1957-06-23,"Chicago, Illinois, USA"
57755,Woody Harrelson,Male,1961-07-23,"Midland, Texas, USA"
6807,Sam Rockwell,Male,1968-11-05,"Daly City, California"
16861,John Hawkes,Male,1959-09-11,"Alexandria, Minnesota, USA"
22970,Peter Dinklage,Male,1969-06-11,"Morristown, New Jersey, USA"
42416,Lamberto Maggiorani,Male,1909-08-28,Rome
42417,Enzo Staiola,Female,1939-11-15,"Rome, Lazio, Italy"
4091,Fred MacMurray,Male,1908-08-30,"Kankakee, Illinois, USA"
14974,Barbara Stanwyck,Female,1907-07-16,"Brooklyn, New York City, New York, USA"
13566,Edward G. Robinson,Male,1893-12-12,"Bucharest, Romania"
14975,Porter Hall,Male,1888-09-19,"Cincinnati, Ohio, USA"
56890,Malcolm McDowell,Male,1943-06-13,"Horsforth, Yorkshire, England, UK"
2264,Patrick Magee,Male,1922-03-31,"Armagh, Northern Ireland, UK"
2265,Adrienne Corri,Female,1930-11-13,"Edinburgh, Scotland, UK"
2267,Michael Bates,Male,1920-12-04,"Jhansi, British India (now Jhansi, Uttar Pradesh, India)"
2268,Warren Clarke,Male,1947-04-26,"Oldham, Lancashire, England, UK"
3149,Marilyn Monroe,Female,1926-06-01,"Los Angeles, California, USA"
3150,Tony Curtis,Male,1925-06-03,"Bronx, New York, USA"
3151,Jack Lemmon,Male,1925-02-08,"Newton, Massachusetts, USA"
3152,George Raft,Male,1895-09-26,"Los Angeles, California, USA"
3155,Pat O’Brien,Male,1899-11-11,"Milwaukee, Wisconsin, USA"
2201,Max von Sydow,Male,1929-04-10,"Lund, Skåne län, Sweden"
6649,Gunnar Björnstrand,Male,1909-11-13,"Stockholm, Stockholms län, Sweden"
6656,Bengt Ekerot,Male,1920-02-08,"Stockholm, Stockholms län, Sweden"
6658,Nils Poppe,Male,1908-05-31,"Malmö, Skåne län, Sweden"
6657,Bibi Andersson,Female,1935-11-11,"Kungsholmen, Stockholm, Stockholms län, Sweden"
8635,Buster Keaton,Male,1895-10-04,"Piqua, Kansas, USA"
14920,Kathryn McGuire,Female,1903-12-06,"Peoria, Illinois, U.S."
14922,Ward Crane,Male,1980-05-18,"Albany, New York, USA"
1115687,Aki Asakura,Female,1991-09-23,"Kanagawa, Japan"
120690,Kengo Kora,Male,1987-11-12,"Kumamoto, Japan"
68422,Moira Shearer,Female,1926-01-17,"Dunfermline, Fife, Scotland, UK"
88935,Adolf Wohlbrück,Male,1896-11-19,"Wien, Austria"
81463,Robert Helpmann,Male,1909-04-09,"Mount Gambier, South Australia, Australia"
1037,Harvey Keitel,Male,1939-05-13,"Brooklyn, New York, USA"
3129,Tim Roth,Male,1961-05-14,"London, England, UK"
147,Michael Madsen,Male,1957-09-25,"Chicago, Illinois, USA"
2969,Chris Penn,Male,1965-10-10,Los Angeles - California - USA
884,Steve Buscemi,Male,1957-12-13,"New York City, New York, USA"
2039,Brendan Gleeson,Male,1955-03-29,"Dublin, Ireland"
58068,Fionnula Flanagan,Female,1941-12-10,"Dublin, Ireland"
83278,Pat Shortt,Male,1966-12-12,"Thurles, County Tipperary, Ireland"
37169,Jon Kenny,Male,1957-08-26,"Hospital, County Limerick, Ireland"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
1038,Jodie Foster,Female,1962-11-19,"Los Angeles, California, USA"
13,Albert Brooks,Male,1947-07-22,"Beverly Hills, California, USA"
1037,Harvey Keitel,Male,1939-05-13,"Brooklyn, New York, USA"
1036,Cybill Shepherd,Female,1950-02-18,"Memphis, Tennessee, USA"
76788,Dev Patel,Male,1990-04-23,"Harrow, Greater London, England, United Kingdom"
108916,Rooney Mara,Female,1985-04-17,"Bedford, New York, USA"
1371,David Wenham,Male,1965-09-21,"Marrickville, Sydney, Australia"
2227,Nicole Kidman,Female,1967-06-20,"Honolulu, Hawaii, USA"
566882,Ghilherme Lobo,Male,1995-02-08,"São Paulo, São Paulo, Brazil"
566884,Fábio Audi ,Male,1987-12-09,"Itapira, São Paulo, Brazil"
1054884,Eucir de Souza,Male,1970-05-24,"Guaxupé, Minas Gerais, Brazil"
12446,Peter Sellers,Male,1925-09-08,"Southsea, Hampshire, England, UK"
862,George C. Scott,Male,1927-10-18,"Wise, Virginia, USA"
3088,Sterling Hayden,Male,1916-03-26,"Upper Montclair, New Jersey, USA"
4966,Keenan Wynn,Male,1916-07-27,"New York City, New York, USA"
14253,Slim Pickens,Male,1919-06-29,"Kingsburg, California, USA"
3084,Marlon Brando,Male,1924-04-03,"Omaha, Nebraska, USA"
9857,Karl Malden,Male,1912-03-22,"Chicago, Illinois, USA"
5248,Lee J. Cobb,Male,1911-12-08,"New York City, New York, USA"
522,Rod Steiger,Male,1925-04-14,"Westhampton, New York, USA"
2094,Peter Lorre,Male,1904-06-26,"Rózsahegy (now Ružomberok), Austria-Hungary (now Slovakia)"
12322,Ellen Widmann,Male,1894-12-15,"Biel/Bienne, Switzerland Switzerland"
12323,Inge Landgut,Female,1922-11-23,Berlin - Germany
12324,Otto Wernicke,Male,1893-09-30,Osterode am Harz
79,Theodor Loos,Male,1883-05-18,"Zwingenberg, Hesse, Germany"
6968,Hugh Jackman,Male,1968-10-12,"Sydney, New South Wales, Australia"
3894,Christian Bale,Male,1974-01-30,"Haverfordwest, Pembrokeshire, Wales, UK"
3895,Michael Caine,Male,1933-03-14,"Rotherhithe, London, England, UK"
1245,Scarlett Johansson,Female,1984-11-22,"New York City, New York, USA"
1333,Andy Serkis,Male,1964-04-20,"Ruislip, Middlesex, UK"
7450,Toshirō Mifune,Male,1920-04-01,"Tsingtao, China (now Qingdao, Shandong, China)"
70131,Tatsuya Nakadai,Male,1932-12-13,"Tokyo, Japan"
70811,Yôko Tsukasa,Female,1934-08-20,"Sakaiminato, Japan"
33761,Isuzu Yamada,Female,1917-02-05,"Osaka, Japan"
3380,Bette Davis,Female,1908-04-05,"Lowell, Massachusetts, USA"
31550,Joan Crawford,Female,1905-03-23,"San Antonio, Texas, USA"
24811,Victor Buono,Male,1938-02-03,"San Diego, California, United States"
66712,Wesley Addy,Male,1913-08-04,"Omaha, Nebraska, U.S."
8741,Victor Sjöström,Male,1879-09-20,"Silbodal, Värmlands län, Sweden"
6657,Bibi Andersson,Female,1935-11-11,"Kungsholmen, Stockholm, Stockholms län, Sweden"
8742,Ingrid Thulin,Female,1926-01-27,"Sollefteå, Västernorrlands län, Sweden"
6649,Gunnar Björnstrand,Male,1909-11-13,"Stockholm, Stockholms län, Sweden"
8635,Buster Keaton,Male,1895-10-04,"Piqua, Kansas, USA"
14419,Glen Cavender,Male,1883-09-19,"Tucson, Arizona, USA"
14420,Jim Farley,Male,1882-01-08,"Waldron, Arkansas, USA"
14421,Frederick Vroom,Male,1857-11-11,"Nova Scotia, Canada"
60073,Brie Larson,Female,1989-10-01,"Sacramento, California, USA"
1277188,Jacob Tremblay,Male,2006-10-05,"Vancouver, British Columbia, Canada"
11148,Joan Allen,Female,1956-08-20,"Rochelle, Illinois, USA"
3905,William H. Macy,Male,1950-03-13,"Miami, Florida, USA"
144160,Sean Bridgers,Male,1968-03-15,"Chapel Hill, North Carolina, USA"
37505,Silvia Pinal,Female,1931-09-12,"Guaymas, Sonora, Mexico"
31599,Antonio Bravo,Male,1906-01-01,"Madrid, Spain"
105130,Augusto Benedico,Male,1909-12-20,"Alicante, Spain"
105142,Bertha Moss,Female,1919-08-07,"Buenos Aires, Argentina"
13848,Charlie Chaplin,Male,1889-04-16,"Walworth, London, England, UK"
147962,Merna Kennedy,Female,1908-09-07,"Kankakee, Illinois, USA"
147963,Harry Crocker,Male,1893-07-02,"San Francisco, California, USA"
120701,George Davis,Male,1889-11-07,"Amsterdam, Noord-Holland, Netherlands"
120019,Aldo Baglio,Male,1958-09-28,"Palermo, Italy"
120020,Giovanni Storti,Male,1957-02-20,"Milano, Italy"
120025,Giacomo Poretti,Male,1956-04-26,"Villa Cortese, Italy"
7543,Marina Massironi,Female,1963-05-16,"Legnano, Italy"
561869,Amandla Stenberg,Female,1998-10-23,"Los Angeles, California, USA"
35705,Regina Hall,Female,1970-12-12,"Washington, D.C., USA"
62649,Russell Hornsby,Male,1974-05-15,"Oakland, California, USA"
1680339,K.J. Apa,Male,1997-06-16,"Auckland, Nova Zelândia"
4238,Common,Male,1972-03-13,Chicago - Illinois - USA
13294,Gene Kelly,Male,1912-08-23,"Pittsburgh, Pennsylvania, USA"
13295,Donald O'Connor,Male,1925-08-28,"Chicago, Illinois, USA"
8857,Debbie Reynolds,Female,1932-04-01,"El Paso, Texas, USA"
13296,Jean Hagen,Female,1923-08-03,"Chicago, Illinois, U.S."
4110,Humphrey Bogart,Male,1899-12-25,"New York City, New York, USA"
4111,Ingrid Bergman,Female,1915-08-29,"Stockholm, Sweden"
4112,Paul Henreid,Male,1908-01-10,"Trieste, Austria-Hungary"
4113,Claude Rains,Male,1889-11-10,"Clapham, London, England, UK"
3001,Conrad Veidt,Male,1893-01-22,"Potsdam, Brandenburg, Germany"
258,Gael García Bernal,Male,1978-11-30,"Guadalajara, Jalisco, Mexico"
4589,Benjamin Bratt,Male,1963-12-16,"San Francisco, California, USA"
10402,Alanna Ubach,Female,1975-10-03,"Downey, California, USA"
154004,Renée Victor,Female,1953-06-15,"Texas, USA"
5676,Marcello Mastroianni,Male,1924-09-28,"Fontana Liri, Latium, Italy"
5961,Anita Ekberg,Female,1931-09-29,Malmö - Skåne län - Sweden
5682,Anouk Aimée,Female,1932-04-27,"Paris, France"
5962,Yvonne Furneaux,Female,1928-05-11,"Lille, Nord, Nord-Pas-de-Calais, France"
5963,Magali Noël,Female,1932-06-27,"İzmir, Turkey"
6193,Leonardo DiCaprio,Male,1974-11-11,"Los Angeles, California, USA"
1892,Matt Damon,Male,1970-10-08,"Boston, Massachusetts, USA"
514,Jack Nicholson,Male,1937-04-22,"Manhattan, New York, USA"
13240,Mark Wahlberg,Male,1971-06-05,"Boston, Massachusetts, USA"
8349,Martin Sheen,Male,1940-08-03,"Dayton, Ohio, USA"
1158,Al Pacino,Male,1940-04-25,"New York City, New York, USA"
1159,Steven Bauer,Male,1956-12-02,Havana - Cuba
1160,Michelle Pfeiffer,Female,1958-04-29,"Santa Ana, California, USA"
1161,Mary Elizabeth Mastrantonio,Female,1958-11-17,Lombard - Illinois - USA
1162,Robert Loggia,Male,1930-01-03,"Staten Island, New York, USA"
69637,Leslie Cheung,Male,1956-09-12,Hong Kong
643,巩俐,Female,1965-12-31,中华人民共和国辽宁省沈阳市
65277,Zhang Fengyi,Male,1956-09-01,"Changsha City, Hunan Province, China"
76913,Ge You,Male,1957-04-19,"Beijing, China"
54693,Emma Stone,Female,1988-11-06,"Scottsdale, Arizona, USA"
19492,Viola Davis,Female,1965-08-11,"Saint Matthews, South Carolina, USA"
6944,Octavia Spencer,Female,1972-05-25,"Montgomery, Alabama, USA"
18997,Bryce Dallas Howard,Female,1981-03-02,"Los Angeles, California, USA"
83002,Jessica Chastain,Female,1977-03-24,"Southern California, California, USA"
52763,Aamir Khan,Male,1965-03-14,"Mumbai, Maharashtra, India"
287,Brad Pitt,Male,1963-12-18,"Shawnee, Oklahoma, USA"
19119,Mélanie Laurent,Female,1983-02-21,"Paris, France"
27319,Christoph Waltz,Male,1956-10-04,"Vienna, Austria"
16847,Eli Roth,Male,1972-04-18,"Newton, Massachusetts, USA"
17288,Michael Fassbender,Male,1977-04-02,"Heidelberg, Baden-Wurttemburg, Germany"
934,Russell Crowe,Male,1964-04-07,"Wellington, New Zealand"
73421,Joaquin Phoenix,Male,1974-10-28,"San Juan, Puerto Rico"
935,Connie Nielsen,Female,1965-07-03,"Elling, Frederikshavn, Denmark"
936,Oliver Reed,Male,1938-02-13,"Wimbledon, London, England, UK"
194,Richard Harris,Male,1930-10-01,"Limerick City, Munster, Ireland"
40,Orson Welles,Male,1915-05-06,"Kenosha, Wisconsin, USA"
7664,Joseph Cotten,Male,1905-05-15,"Petersburg, Virginia, USA"
11029,Dorothy Comingore,Female,1913-08-24,"Los Angeles, California, USA"
14518,Ray Collins,Male,1889-12-10,"Sacramento, California, U.S."
11028,George Coulouris,Male,1903-10-01,"Manchester, England, UK"
78883,Marina de Tavira,Female,1974-01-01,"Mexico City, Mexico."
1653,Jean-Pierre Léaud,Male,1944-05-28,"Paris, France"
1654,Claire Maurier,Female,1929-03-27,"Ceret, France"
1655,Albert Rémy,Male,1911-04-09,"Sèvres, Seine-et-Oise [now Hauts-de-Seine], France"
1658,Georges Flamant,Male,1903-09-03,"Tunis, French Protectorate Tunisia [now Tunisia]"
82702,Michael Jackson,Male,1958-08-29,"Gary, Indiana, USA"
926,Ola Ray,Female,1960-08-26,"St. Louis, Missouri, USA"
1905,Vincent Price,Male,1911-05-27,"St. Louis, Missouri, USA"
11856,Daniel Day-Lewis,Male,1957-04-29,"Greenwich, London, England, UK"
17142,Paul Dano,Male,1984-06-19,"New York City, New York, USA"
8785,Ciarán Hinds,Male,1953-02-09,"Belfast, Northern Ireland, UK"
18916,Kevin J. O'Connor,Male,1963-11-15,"Chicago, Illinois, USA"
71580,Benedict Cumberbatch,Male,1976-07-19,"Hammersmith, London, England, UK"
116,Keira Knightley,Female,1985-03-26,"Teddington, London, England, UK"
1247,Matthew Goode,Male,1978-04-03,"Exeter, Devon, England, UK"
139549,Rory Kinnear,Male,1978-02-17,"London,  England"
85718,Allen Leech,Male,1981-05-18,"Killiney, County Dublin, Ireland"
7664,Joseph Cotten,Male,1905-05-15,"Petersburg, Virginia, USA"
15385,Alida Valli,Female,1921-05-31,"Pola, Istria, Italy [now Pula, Istria, Croatia]"
40,Orson Welles,Male,1915-05-06,"Kenosha, Wisconsin, USA"
12726,Trevor Howard,Male,1913-09-29,"Cliftonville, Kent, England, UK"
9874,Bernard Lee,Male,1908-01-10,"Brentford, London, England, UK"
20738,Song Kang-ho,Male,1967-01-17,"KyungNam, South Korea"
69378,Kim Sang-kyung,Male,1972-06-01,"Seoul, South Korea"
69379,Kim Roe-ha,Male,1965-11-16,"Gyeonggi Province, South Korea"
21687,Park Hae-il,Male,1977-01-26,South Korea
8654,Matthew Modine,Male,1959-03-22,"Loma Linda, California, USA"
2059,Adam Baldwin,Male,1962-02-27,"Chicago, Illinois, USA"
7132,Vincent D'Onofrio,Male,1959-06-30,"Bensonhurst, Brooklyn, New York City, New York, USA"
8655,R. Lee Ermey,Male,1944-03-24,"Emporia, Kansas, USA"
8656,Dorian Harewood,Male,1950-08-06,"Dayton, Ohio, USA"
7450,Toshirō Mifune,Male,1920-04-01,"Tsingtao, China (now Qingdao, Shandong, China)"
70131,Tatsuya Nakadai,Male,1932-12-13,"Tokyo, Japan"
70324,Keiju Kobayashi,Male,1923-11-23,"Gunma, Japan"
7453,Takashi Shimura,Male,1905-03-12,"Ikuno, Hyogo, Japan"
31,Tom Hanks,Male,1956-07-09,"Concord, California, USA"
3197,Tom Sizemore,Male,1961-11-29,"Detroit, Michigan, USA"
12833,Edward Burns,Male,1968-01-29,"Woodside, Queens County, New York, USA"
12834,Barry Pepper,Male,1970-04-04,Cambell River - British Columbia - Canada
6163,Adam Goldberg,Male,1970-10-25,"Santa Monica, California, USA"
1337,Tony Leung Chiu-Wai,Male,1962-06-27,Hong Kong
1338,Maggie Cheung,Female,1964-09-20,Hong Kong
2565,Yves Montand,Male,1921-10-13,"Monsummano Terme, Pistoia, Tuscany, Italy"
18847,Irene Papas,Female,1926-09-03,"Chiliomodi, Corinth, Greece"
1352,Jean-Louis Trintignant,Male,1930-12-11,"Piolenc, Vaucluse, France"
20030,Jacques Perrin,Male,1941-07-13,"Paris, France"
17028,Charles Denner,Male,1926-05-29,"Tarnow, Poland"
4110,Humphrey Bogart,Male,1899-12-25,"New York City, New York, USA"
19020,Walter Huston,Male,1883-04-05,"Toronto, Ontario, Canada"
14517,Tim Holt,Male,1919-02-05,"Beverly Hills, California, USA"
30303,Bruce Bennett,Male,1906-05-20,"Tacoma, Washington, USA"
14451,Barton MacLane,Male,1902-12-25,"Columbia, South Carolina, USA"
83682,Jung Jae-young,Male,1970-11-21,"Seoul, South Korea"
108535,Jung Ryeo-won,Female,1981-01-21,"Seoul, South Korea"
1253449,Yang Mi-kyung,Female,1961-07-25,"Jeju Island, South Korea"
6193,Leonardo DiCaprio,Male,1974-11-11,"Los Angeles, California, USA"
103,Mark Ruffalo,Male,1967-11-22,"Kenosha, Wisconsin, USA"
2282,Ben Kingsley,Male,1943-12-31,"Yorkshire, England, UK"
1246,Emily Mortimer,Female,1971-12-01,"London, England, UK"
1812,Michelle Williams,Female,1980-09-09,"Kalispell, Montana, USA"
10980,Daniel Radcliffe,Male,1989-07-23,"Hammersmith, London, England, UK"
10989,Rupert Grint,Male,1988-08-24,"Harlow, Essex, England, UK"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
4566,Alan Rickman,Male,1946-02-21,"Hammersmith, London, UK"
5469,Ralph Fiennes,Male,1962-12-22,"Ipswich, Suffolk, England, UK"
16757,Sophia Loren,Female,1934-09-20,"Rome, Italy"
5676,Marcello Mastroianni,Male,1924-09-28,"Fontana Liri, Latium, Italy"
17580,John Vernon,Male,1932-02-24,"Zehner, Saskatchewan, Canada"
6384,Keanu Reeves,Male,1964-09-02,"Beirut, Lebanon"
2975,Laurence Fishburne,Male,1961-07-30,"Augusta, Georgia, USA"
530,Carrie-Anne Moss,Female,1967-08-21,"Vancouver, British Columbia, Canada"
1331,Hugo Weaving,Male,1960-04-04,"Ibadan, Nigeria"
532,Joe Pantoliano,Male,1951-09-12,Hoboken - New Jersey - USA
